PATH,VALUE,LABEL
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0462,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0424,CVE
data[].Vulnerability id,CVE-1999-0425,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0433,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0482,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0428,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0481,CVE
cves[].name,CVE-1999-1370,CVE
data[].Vulnerability id,CVE-1999-1397,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-2000-0153,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0434,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1559,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0443,CVE
cves[].name,CVE-1999-0445,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0447,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0467,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0469,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0480,CVE
cves[].name,CVE-1999-0605,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0606,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0608,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0609,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0610,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0921,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0439,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0474,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0475,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1245,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0472,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0473,CVE
cves[].name,CVE-1999-1196,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0287,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0468,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0470,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0471,CVE
data[].component_versions.more_details.cve,CVE-1999-0801,CVE
cves[].name,CVE-1999-1323,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0444,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0446,CVE
data[].component_versions.more_details.cve,CVE-1999-1369,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1244,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0684,CVE
data[].component_versions.more_details.cve,CVE-1999-0491,CVE
data[].Vulnerability id,CVE-1999-0604,CVE
data[].Vulnerability id,CVE-1999-0607,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0466,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0488,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0490,CVE
cves[].name,CVE-1999-0492,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0712,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0711,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0194,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0487,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0763,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0764,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0807,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1418,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-1553,CVE
cves[].name,CVE-2000-0412,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1012,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1097,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1195,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1079,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-1241,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-1367,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0686,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0717,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0736,CVE
cves[].name,CVE-1999-0737,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0738,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0739,CVE
data[].Vulnerability id,CVE-1999-1566,CVE
cves[].name,CVE-1999-0806,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0754,CVE
data[].component_versions.more_details.cve,CVE-1999-0773,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0785,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1033,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1520,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0229,CVE
data[].component_versions.more_details.cve,CVE-1999-0776,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1368,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-1029,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1366,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0489,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0716,CVE
data[].component_versions.more_details.cve,CVE-1999-1156,CVE
data[].Vulnerability id,CVE-1999-1510,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0765,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1030,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1031,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0715,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-1393,CVE
data[].component_versions.more_details.cve,CVE-1999-0928,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0762,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0803,CVE
cves[].name,CVE-1999-1414,CVE
cves[].name,CVE-1999-0771,CVE
cves[].name,CVE-1999-0920,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0927,CVE
cves[].name,CVE-1999-0755,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0802,CVE
cves[].name,CVE-1999-0917,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1028,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1485,CVE
data[].component_versions.more_details.cve,CVE-2000-0333,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0772,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0804,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1063,CVE
artifacts[].issues[].cves[].cve,CVE-2000-0364,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-2000-0365,CVE
artifacts[].issues[].cves[].ID,CVE-2000-0373,CVE
artifacts[].issues[].cves[].ID,CVE-2000-0481,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1400,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1412,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0970,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1237,CVE
cves[].name,CVE-1999-0493,CVE
data[].Vulnerability id,CVE-1999-1496,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-1231,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-2000-0118,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0775,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-1023,CVE
cves[].name,CVE-1999-0713,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0730,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0874,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0929,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0742,CVE
data[].Vulnerability id,CVE-1999-0723,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0731,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-1019,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0748,CVE
cves[].name,CVE-1999-1470,CVE
data[].Vulnerability id,CVE-1999-0778,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1164,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0733,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0938,CVE
data[].Vulnerability id,CVE-1999-1365,CVE
artifacts[].issues[].cves[].cve,CVE-2000-0353,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0916,CVE
data[].Vulnerability id,CVE-1999-0140,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0726,CVE
data[].Vulnerability id,CVE-1999-1348,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0688,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0690,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0696,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0707,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0889,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1394,CVE
data[].Vulnerability id,CVE-1999-0918,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0728,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0752,CVE
data[].component_versions.more_details.cve,CVE-1999-1478,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1537,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0809,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1543,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1166,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1460,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1545,CVE
data[].Vulnerability id,CVE-1999-1086,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1518,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0692,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1011,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-1378,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0721,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1535,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1560,CVE
cves[].name,CVE-1999-0810,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0811,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1165,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1338,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0224,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0710,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1018,CVE
data[].component_versions.more_details.cve,CVE-1999-1017,CVE
artifacts[].issues[].cves[].ID,CVE-2000-0323,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0700,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0770,CVE
data[].component_versions.more_details.cve,CVE-1999-1078,CVE
cves[].name,CVE-1999-0683,CVE
cves[].name,CVE-1999-1130,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1227,CVE
data[].component_versions.more_details.cve,CVE-1999-1536,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0672,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1337,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0671,CVE
cves[].name,CVE-1999-0677,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0703,CVE
data[].component_versions.more_details.cve,CVE-1999-0719,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0913,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0682,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0727,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1524,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0673,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0722,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0674,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0675,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0676,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0680,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0813,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0694,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0814,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0861,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0867,CVE
data[].Vulnerability id,CVE-1999-0875,CVE
cves[].name,CVE-1999-0724,CVE
data[].component_versions.more_details.cve,CVE-1999-1336,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0679,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0746,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0749,CVE
data[].Vulnerability id,CVE-1999-0888,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0753,CVE
data[].Vulnerability id,CVE-1999-0745,CVE
data[].component_versions.more_details.cve,CVE-1999-0747,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0725,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0732,CVE
cves[].name,CVE-1999-0734,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0740,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0741,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0743,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1561,CVE
data[].Vulnerability id,CVE-1999-1565,CVE
data[].component_versions.more_details.cves[].cve,CVE-2000-0325,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-2000-1206,CVE
data[].Vulnerability id,CVE-1999-0668,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-2000-0355,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0878,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-1064,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-2000-0374,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0720,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1052,CVE
data[].Vulnerability id,CVE-2000-0328,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0768,CVE
data[].component_versions.more_details.cve,CVE-1999-0769,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0872,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1235,CVE
data[].Vulnerability id,CVE-1999-0939,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0911,CVE
data[].Vulnerability id,CVE-1999-1016,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1354,CVE
cves[].name,CVE-1999-1513,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0774,CVE
data[].component_versions.more_details.cve,CVE-1999-1515,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0669,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0670,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0705,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0891,CVE
cves[].name,CVE-1999-1129,CVE
cves[].name,CVE-1999-0685,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1356,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1516,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1564,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0925,CVE
data[].Vulnerability id,CVE-1999-0926,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1562,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-2000-0489,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1353,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0767,CVE
cves[].name,CVE-1999-0697,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1377,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0702,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0910,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1575,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1521,CVE
cves[].name,CVE-1999-0687,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0689,CVE
data[].component_versions.more_details.cve,CVE-1999-0691,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0750,CVE
data[].Vulnerability id,CVE-1999-0751,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0759,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1014,CVE
cves[].name,CVE-1999-1053,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0817,CVE
data[].Vulnerability id,CVE-1999-0704,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0890,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0907,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0953,CVE
cves[].name,CVE-1999-0954,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0787,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0886,CVE
data[].component_versions.more_details.cve,CVE-1999-0909,CVE
data[].Vulnerability id,CVE-1999-0708,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0786,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0912,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0777,CVE
cves[].name,CVE-1999-0906,CVE
data[].Vulnerability id,CVE-1999-0908,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1013,CVE
cves[].name,CVE-1999-1477,CVE
data[].Vulnerability id,CVE-1999-1534,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1351,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1484,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1578,CVE
data[].Vulnerability id,CVE-1999-0788,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0940,CVE
data[].component_versions.more_details.cve,CVE-1999-1576,CVE
data[].component_versions.more_details.cve,CVE-1999-0789,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-1352,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-1350,CVE
cves[].name,CVE-1999-0931,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0932,CVE
data[].component_versions.more_details.cve,CVE-1999-1469,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1583,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0794,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0877,CVE
cves[].name,CVE-1999-0879,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0880,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0933,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-1236,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1500,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-2000-0016,CVE
cves[].name,CVE-2000-0047,CVE
cves[].name,CVE-1999-0942,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1454,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1523,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1540,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1541,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-1542,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-1344,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1345,CVE
cves[].name,CVE-1999-1357,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0791,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1349,CVE
data[].component_versions.more_details.cve,CVE-1999-1346,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1347,CVE
data[].Vulnerability id,CVE-1999-1522,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1082,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1083,CVE
data[].component_versions.more_details.cves[].cve,CVE-2000-0369,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0893,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1343,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-2000-0356,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0943,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1342,CVE
data[].component_versions.more_details.cve,CVE-1999-1047,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0895,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0766,CVE
data[].component_versions.more_details.cve,CVE-1999-0905,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-2000-0327,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0951,CVE
data[].Vulnerability id,CVE-1999-1341,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-2000-0362,CVE
artifacts[].issues[].cves[].cve,CVE-2000-0363,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0900,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0901,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0902,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0944,CVE
cves[].name,CVE-1999-0883,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0884,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-0881,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0903,CVE
data[].Vulnerability id,CVE-1999-1076,CVE
cves[].name,CVE-1999-1234,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0882,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0915,CVE
data[].Vulnerability id,CVE-1999-0950,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1226,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1532,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0873,CVE
artifacts[].issues[].cves[].ID,CVE-1999-1577,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0354,CVE
data[].component_versions.more_details.cve,CVE-1999-0827,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0829,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0830,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0854,CVE
artifacts[].issues[].cves[].cve,CVE-1999-1077,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1517,CVE
data[].component_versions.more_details.cve,CVE-1999-0946,CVE
artifacts[].issues[].cves[].cve,CVE-1999-0947,CVE
data[].Vulnerability id,CVE-1999-0948,CVE
data[].Vulnerability id,CVE-1999-0949,CVE
cves[].name,CVE-1999-1531,CVE
data[].component_versions.more_details.cve,CVE-1999-0885,CVE
artifacts[].issues[].cves[].ID,CVE-1999-0904,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0843,CVE
data[].component_versions.more_details.cve,CVE-1999-0887,CVE
data[].Vulnerability id,CVE-1999-0896,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-0898,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-0899,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1065,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1340,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-1509,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-1571,CVE
data[].component_versions.more_details.cve,CVE-1999-1529,CVE
data[].Vulnerability id,CVE-1999-1533,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0821,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0863,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-1530,CVE
data[].component_versions.more_details.cve,CVE-1999-1550,CVE
artifacts[].issues[].cves[].ID,CVE-2001-0679,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-0832,CVE
data[].component_versions.more_details.cve,CVE-1999-0983,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0984,CVE
advisories.data.cves[].cve_idadvisories.data.id,CVE-1999-0985,CVE
data[].component_versions.more_details.cves[].cve,CVE-1999-1111,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1112,CVE
data[].Vulnerability id,CVE-1999-0833,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0835,CVE
data[].Vulnerability id,CVE-1999-0837,CVE
data[].component_versions.more_details.cves[].nameadvisories.data.ids[],CVE-1999-0848,CVE
data[].Vulnerability id,CVE-1999-0849,CVE
data[].component_versions.more_details.cve,CVE-1999-0851,CVE
data[].component_versions.more_details.cve,CVE-1999-1511,CVE
Results[].Vulnerabilities[].VulnerabilityID,CVE-1999-1539,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-2000-0329,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1050,CVE
data[].component_versions.more_details.cves[].cve,CVE-2000-0330,CVE
artifacts[].issues[].cves[].cve,CVE-2000-0165,CVE
artifacts[].issues[].cves[].idartifacts[].issues[].cves[].name,CVE-1999-1110,CVE
cves[].name,CVE-1999-1528,CVE
advisories.data.cves[]artifacts[].issues[].cves[].VulnerabilityID,CVE-1999-1190,CVE
